order_id,fecha_id,producto_key,provincia_key,canal_segmento_key,cantidad,precio_unitario,ventas,costo,ganancia
1028,2023-01-04,12,7,4,3,14900.0,44700.0,27225.38,17474.62
1029,2023-01-04,16,2,1,2,5300.0,10600.0,8427.56,2172.44
1030,2023-01-04,20,4,2,3,2900.0,8700.0,5624.98,3075.02
1031,2023-01-05,4,2,4,2,27400.0,54800.0,37345.37,17454.63
1032,2023-01-05,8,9,1,3,13700.0,41100.0,24901.95,16198.05
1033,2023-01-05,9,1,4,3,12900.0,38700.0,32443.92,6256.08
1034,2023-01-05,16,4,6,3,3600.0,10800.0,8374.67,2425.33
1035,2023-01-06,15,2,2,5,13000.0,65000.0,55034.34,9965.66
1036,2023-01-06,16,10,5,1,5100.0,5100.0,3138.31,1961.69
1037,2023-01-06,10,2,4,2,15400.0,30800.0,24202.15,6597.85
1038,2023-01-06,18,9,2,4,3400.0,13600.0,8126.04,5473.96
1039,2023-01-06,3,1,1,1,18400.0,18400.0,11531.74,6868.26
1040,2023-01-06,10,2,4,3,12500.0,37500.0,25218.56,12281.44
1041,2023-01-07,1,9,1,2,18600.0,37200.0,22034.81,15165.19
1042,2023-01-07,7,10,4,5,15200.0,76000.0,50258.55,25741.45
1043,2023-01-07,9,1,1,3,11800.0,35400.0,26681.02,8718.98
1044,2023-01-07,20,9,1,4,4100.0,16400.0,9826.94,6573.06
1045,2023-01-07,15,7,3,2,18000.0,36000.0,22433.07,13566.93
1046,2023-01-07,17,10,3,5,4000.0,20000.0,13153.44,6846.56
1047,2023-01-08,5,4,6,1,23600.0,23600.0,16430.76,7169.24
1048,2023-01-08,18,1,1,2,5300.0,10600.0,6153.19,4446.81
1049,2023-01-08,4,10,4,2,34000.0,68000.0,40865.84,27134.16
1050,2023-01-08,7,1,2,1,13500.0,13500.0,10189.43,3310.57
1051,2023-01-08,16,1,1,5,3000.0,15000.0,9396.53,5603.47
1052,2023-01-08,12,8,1,1,15600.0,15600.0,9260.38,6339.62
1053,2023-01-08,1,2,4,1,18600.0,18600.0,11123.73,7476.27
1054,2023-01-08,18,1,5,4,3800.0,15200.0,10916.35,4283.65
1055,2023-01-08,16,1,1,4,3600.0,14400.0,9822.33,4577.67
1056,2023-01-09,2,1,4,3,21100.0,63300.0,49467.08,13832.92
1057,2023-01-09,20,2,2,5,5200.0,26000.0,17659.17,8340.83
1058,2023-01-09,5,9,1,2,34400.0,68800.0,51688.2,17111.8
1059,2023-01-09,6,7,2,3,12400.0,37200.0,22553.65,14646.35
1060,2023-01-09,8,4,2,3,13100.0,39300.0,31907.99,7392.01
1061,2023-01-09,10,4,1,3,14700.0,44100.0,32456.51,11643.49
1062,2023-01-09,7,1,1,1,11800.0,11800.0,8959.9,2840.1
1063,2023-01-09,9,2,1,1,10300.0,10300.0,8080.89,2219.11
1064,2023-01-10,1,6,4,3,25400.0,76200.0,47311.01,28888.99
1065,2023-01-10,9,1,1,3,8500.0,25500.0,20743.9,4756.1
1066,2023-01-10,4,5,1,5,19700.0,98500.0,76481.89,22018.11
1067,2023-01-11,2,9,1,3,26200.0,78600.0,62387.87,16212.13
1068,2023-01-11,11,2,5,2,12100.0,24200.0,15962.14,8237.86
1069,2023-01-11,11,10,4,3,18000.0,54000.0,33764.48,20235.52
1070,2023-01-11,18,2,1,4,4100.0,16400.0,11641.88,4758.12
1071,2023-01-12,10,1,1,3,12700.0,38100.0,23767.56,14332.44
1072,2023-01-12,12,2,2,2,17700.0,35400.0,29287.73,6112.27
1073,2023-01-12,19,2,3,4,2900.0,11600.0,7723.6,3876.4
1074,2023-01-12,20,1,4,1,3200.0,3200.0,2596.1,603.9
1075,2023-01-13,19,1,3,5,3400.0,17000.0,12297.89,4702.11
1076,2023-01-13,11,1,4,3,13200.0,39600.0,30006.46,9593.54
1077,2023-01-13,9,2,1,1,8400.0,8400.0,4889.25,3510.75
1078,2023-01-13,7,1,4,4,13200.0,52800.0,41356.0,11444.0
1079,2023-01-13,14,1,4,4,11100.0,44400.0,36306.97,8093.03
1080,2023-01-14,8,2,6,2,8700.0,17400.0,11499.89,5900.11
1081,2023-01-14,16,1,4,4,3400.0,13600.0,10670.22,2929.78
1082,2023-01-14,17,1,4,4,4400.0,17600.0,14333.2,3266.8
1083,2023-01-14,17,2,2,5,3200.0,16000.0,11218.3,4781.7
1084,2023-01-14,13,2,6,5,11600.0,58000.0,43248.8,14751.2
1085,2023-01-14,14,2,2,1,13900.0,13900.0,8297.88,5602.12
1086,2023-01-15,1,9,2,3,24700.0,74100.0,42983.34,31116.66
1087,2023-01-15,1,2,4,4,22200.0,88800.0,58209.68,30590.32
1088,2023-01-15,5,5,1,3,23200.0,69600.0,43613.2,25986.8
1089,2023-01-15,12,10,1,3,14000.0,42000.0,34943.08,7056.92
1090,2023-01-16,8,5,1,1,15800.0,15800.0,12074.57,3725.43
1091,2023-01-16,9,1,1,3,14200.0,42600.0,34613.36,7986.64
1092,2023-01-16,13,2,1,2,15100.0,30200.0,19822.53,10377.47
1093,2023-01-16,13,8,2,1,11600.0,11600.0,7475.26,4124.74
1094,2023-01-16,9,1,6,4,16200.0,64800.0,41625.42,23174.58
1095,2023-01-16,17,1,1,2,3000.0,6000.0,3919.83,2080.17
1096,2023-01-16,19,1,2,2,4700.0,9400.0,7665.45,1734.55
1097,2023-01-17,7,10,2,4,12100.0,48400.0,31140.28,17259.72
1098,2023-01-17,7,10,1,2,15900.0,31800.0,21882.18,9917.82
1099,2023-01-17,1,4,4,5,20500.0,102500.0,65076.07,37423.93
1100,2023-01-17,10,9,2,2,13700.0,27400.0,22804.82,4595.18
1101,2023-01-17,1,1,4,5,20300.0,101500.0,79759.0,21741.0
1102,2023-01-18,8,1,3,2,13200.0,26400.0,21428.55,4971.45
1103,2023-01-18,5,5,2,4,33900.0,135600.0,94807.05,40792.95
1104,2023-01-18,1,2,4,3,25400.0,76200.0,54686.27,21513.73
1105,2023-01-18,14,4,1,2,18700.0,37400.0,29200.14,8199.86
1106,2023-01-18,13,1,5,2,14400.0,28800.0,17200.59,11599.41
1107,2023-01-18,9,9,1,4,13400.0,53600.0,34867.82,18732.18
1108,2023-01-19,3,6,1,1,30900.0,30900.0,24265.95,6634.05
1109,2023-01-19,18,10,5,1,3600.0,3600.0,2797.19,802.81
1110,2023-01-19,7,1,4,3,16400.0,49200.0,39354.43,9845.57
1111,2023-01-19,1,6,1,2,30500.0,61000.0,47917.63,13082.37
1112,2023-01-19,2,1,1,4,22100.0,88400.0,57438.35,30961.65
1113,2023-01-19,17,2,4,4,4000.0,16000.0,9467.95,6532.05
1114,2023-01-19,5,5,4,4,33300.0,133200.0,91958.0,41242.0
1115,2023-01-19,19,6,4,2,4900.0,9800.0,7214.39,2585.61
1116,2023-01-20,8,6,4,2,15000.0,30000.0,20636.57,9363.43
1117,2023-01-20,1,7,1,2,31100.0,62200.0,43530.04,18669.96
1118,2023-01-20,5,2,1,5,18500.0,92500.0,74197.05,18302.95
1119,2023-01-20,7,3,3,1,8600.0,8600.0,6643.24,1956.76
1120,2023-01-20,2,9,3,1,24500.0,24500.0,20031.21,4468.79
1121,2023-01-21,6,10,3,1,9400.0,9400.0,7351.98,2048.02
1122,2023-01-21,8,1,3,1,13200.0,13200.0,10359.16,2840.84
1123,2023-01-21,16,2,2,3,4800.0,14400.0,8722.15,5677.85
1124,2023-01-21,18,9,2,2,4900.0,9800.0,6328.71,3471.29
1125,2023-01-21,6,2,4,2,10000.0,20000.0,16205.54,3794.46
1126,2023-01-22,3,9,4,3,22500.0,67500.0,44736.76,22763.24
1127,2023-01-22,4,10,5,5,30700.0,153500.0,124124.63,29375.37
1128,2023-01-22,1,2,1,5,19700.0,98500.0,59463.64,39036.36
1129,2023-01-22,10,1,1,4,12100.0,48400.0,28455.36,19944.64
1130,2023-01-22,7,2,2,3,13800.0,41400.0,25621.54,15778.46
1131,2023-01-23,16,4,1,4,2900.0,11600.0,9825.25,1774.75
1132,2023-01-23,8,1,3,2,10300.0,20600.0,12905.38,7694.62
1133,2023-01-23,13,6,1,4,18800.0,75200.0,56617.59,18582.41
1134,2023-01-23,5,6,1,3,34500.0,103500.0,70946.25,32553.75
1135,2023-01-23,8,4,1,3,10800.0,32400.0,20910.91,11489.09
1136,2023-01-23,13,2,2,1,15800.0,15800.0,12229.9,3570.1
1137,2023-01-23,11,8,5,3,13000.0,39000.0,29313.54,9686.46
1138,2023-01-23,18,3,6,1,4500.0,4500.0,3007.83,1492.17
1139,2023-01-24,17,10,1,2,4900.0,9800.0,7222.81,2577.19
1140,2023-01-24,1,1,2,3,28800.0,86400.0,68602.96,17797.04
1141,2023-01-24,3,1,1,2,33300.0,66600.0,41480.6,25119.4
1142,2023-01-24,11,1,1,2,16300.0,32600.0,20320.07,12279.93
1143,2023-01-25,1,1,4,3,26700.0,80100.0,61711.86,18388.14
1144,2023-01-25,15,2,4,4,15100.0,60400.0,39961.29,20438.71
1145,2023-01-25,4,4,1,2,27900.0,55800.0,41419.66,14380.34
1146,2023-01-26,15,6,5,5,12100.0,60500.0,43530.63,16969.37
1147,2023-01-26,16,1,2,2,2900.0,5800.0,4670.46,1129.54
1148,2023-01-26,11,2,1,1,12500.0,12500.0,10551.98,1948.02
1149,2023-01-26,17,6,4,4,3700.0,14800.0,10786.47,4013.53
1150,2023-01-26,2,4,1,1,27400.0,27400.0,20210.57,7189.43
1151,2023-01-26,17,7,2,2,3400.0,6800.0,5511.28,1288.72
1152,2023-01-26,11,4,5,4,19700.0,78800.0,53899.99,24900.01
1153,2023-01-26,14,2,4,1,12700.0,12700.0,9902.73,2797.27
1154,2023-01-26,1,10,4,1,28700.0,28700.0,23508.67,5191.33
1155,2023-01-27,15,1,5,4,13900.0,55600.0,41695.98,13904.02
1156,2023-01-27,13,7,1,4,18100.0,72400.0,46830.73,25569.27
1157,2023-01-27,19,9,4,1,4400.0,4400.0,3550.0,850.0
1158,2023-01-27,3,1,1,2,21700.0,43400.0,27956.52,15443.48
1159,2023-01-28,11,1,2,1,13800.0,13800.0,8126.36,5673.64
1160,2023-01-28,15,1,3,4,13100.0,52400.0,30787.99,21612.01
1161,2023-01-28,10,3,1,1,15400.0,15400.0,11079.25,4320.75
1162,2023-01-29,15,1,1,3,11800.0,35400.0,20914.02,14485.98
1163,2023-01-29,14,9,1,2,18400.0,36800.0,26085.89,10714.11
1164,2023-01-29,20,4,5,2,5500.0,11000.0,6618.49,4381.51
1165,2023-01-29,14,2,1,2,19900.0,39800.0,23837.01,15962.99
1166,2023-01-29,17,6,5,1,4000.0,4000.0,2799.64,1200.36
1167,2023-01-29,17,1,1,2,4500.0,9000.0,6132.3,2867.7
1168,2023-01-29,6,1,1,5,15400.0,77000.0,56270.62,20729.38
1169,2023-01-29,6,4,3,3,12300.0,36900.0,26406.92,10493.08
1170,2023-01-29,4,9,5,1,31700.0,31700.0,21231.77,10468.23
1171,2023-01-30,3,9,1,4,34900.0,139600.0,83153.33,56446.67
1172,2023-01-30,16,1,2,1,4300.0,4300.0,2520.0,1780.0
1173,2023-01-30,20,1,1,4,3800.0,15200.0,9694.24,5505.76
1174,2023-01-30,2,2,4,4,34900.0,139600.0,110189.73,29410.27
1175,2023-01-30,20,5,4,1,3000.0,3000.0,1869.09,1130.91
1176,2023-01-30,13,1,4,4,12100.0,48400.0,31953.52,16446.48
1177,2023-01-30,19,6,5,4,3100.0,12400.0,8048.98,4351.02
1178,2023-01-31,10,2,4,5,9900.0,49500.0,33249.14,16250.86
1179,2023-01-31,12,1,4,3,17800.0,53400.0,30987.45,22412.55
1180,2023-01-31,15,8,1,1,12700.0,12700.0,9564.76,3135.24
1181,2023-01-31,10,4,4,5,10700.0,53500.0,32100.21,21399.79
1182,2023-01-31,17,4,1,1,4300.0,4300.0,3559.94,740.06
1183,2023-02-01,4,9,3,2,25400.0,50800.0,39454.25,11345.75
1184,2023-02-01,19,1,2,1,3700.0,3700.0,3033.49,666.51
1185,2023-02-01,8,7,1,4,15400.0,61600.0,41706.18,19893.82
1186,2023-02-02,6,4,4,2,9400.0,18800.0,13915.66,4884.34
1187,2023-02-02,2,4,5,3,33900.0,101700.0,68107.3,33592.7
1188,2023-02-02,9,2,4,5,10900.0,54500.0,43392.93,11107.07
1189,2023-02-02,18,1,1,1,4500.0,4500.0,2992.05,1507.95
1190,2023-02-02,19,8,1,2,5500.0,11000.0,8967.5,2032.5
1191,2023-02-03,5,2,4,1,28900.0,28900.0,18539.29,10360.71
1192,2023-02-03,7,1,5,3,12500.0,37500.0,25705.42,11794.58
1193,2023-02-03,19,2,4,2,5100.0,10200.0,8367.0,1833.0
1194,2023-02-03,14,1,1,5,19000.0,95000.0,73441.61,21558.39
1195,2023-02-03,16,5,2,5,4600.0,23000.0,13806.93,9193.07
1196,2023-02-03,18,1,4,1,4500.0,4500.0,2796.91,1703.09
1197,2023-02-03,10,6,1,2,11600.0,23200.0,13652.06,9547.94
1198,2023-02-04,11,2,1,1,13900.0,13900.0,9094.9,4805.1
1199,2023-02-04,14,4,4,2,14500.0,29000.0,20065.02,8934.98
1200,2023-02-04,1,6,2,5,32500.0,162500.0,110186.69,52313.31
1201,2023-02-04,9,9,2,1,13600.0,13600.0,8828.42,4771.58
1202,2023-02-05,19,7,1,1,3600.0,3600.0,2484.64,1115.36
1203,2023-02-05,2,4,6,5,30700.0,153500.0,91660.32,61839.68
1204,2023-02-05,15,6,4,2,13000.0,26000.0,19807.41,6192.59
1205,2023-02-05,9,4,2,3,11300.0,33900.0,26899.39,7000.61
1206,2023-02-05,4,4,4,5,17800.0,89000.0,63881.39,25118.61
1207,2023-02-06,19,1,4,1,5500.0,5500.0,4094.92,1405.08
1208,2023-02-06,16,4,4,3,3900.0,11700.0,7117.32,4582.68
1209,2023-02-06,16,1,5,5,4400.0,22000.0,17120.55,4879.45
1210,2023-02-07,15,2,1,4,12400.0,49600.0,41906.32,7693.68
1211,2023-02-07,9,3,2,2,12700.0,25400.0,18317.97,7082.03
1212,2023-02-07,19,3,1,2,5300.0,10600.0,8938.36,1661.64
1213,2023-02-08,5,9,4,3,25400.0,76200.0,44615.68,31584.32
1214,2023-02-08,19,3,1,2,4700.0,9400.0,6701.05,2698.95
1215,2023-02-08,4,1,4,5,26800.0,134000.0,113603.64,20396.36
1216,2023-02-08,6,8,6,1,14300.0,14300.0,9649.26,4650.74
1217,2023-02-08,17,10,1,1,5400.0,5400.0,3851.62,1548.38
1218,2023-02-08,19,1,4,2,4100.0,8200.0,5647.09,2552.91
1219,2023-02-08,3,2,4,2,32000.0,64000.0,38943.45,25056.55
1220,2023-02-09,7,3,5,5,8800.0,44000.0,30509.24,13490.76
1221,2023-02-09,7,4,3,4,13700.0,54800.0,39430.85,15369.15
1222,2023-02-09,1,2,1,3,24300.0,72900.0,60928.46,11971.54
1223,2023-02-09,15,10,1,1,15400.0,15400.0,11919.3,3480.7
1224,2023-02-09,14,2,4,1,20100.0,20100.0,13876.71,6223.29
1225,2023-02-09,11,10,1,4,16100.0,64400.0,50868.95,13531.05
1226,2023-02-09,9,10,1,5,14700.0,73500.0,53479.05,20020.95
1227,2023-02-09,2,1,5,3,30900.0,92700.0,58652.08,34047.92
1228,2023-02-09,8,9,1,1,11100.0,11100.0,8848.61,2251.39
1229,2023-02-09,17,10,1,3,3900.0,11700.0,7541.18,4158.82
1230,2023-02-10,5,10,4,3,26800.0,80400.0,51649.42,28750.58
1231,2023-02-10,19,1,5,1,3200.0,3200.0,2436.74,763.26
1232,2023-02-10,12,1,5,1,17000.0,17000.0,12897.34,4102.66
1233,2023-02-10,4,1,1,5,24600.0,123000.0,83914.73,39085.27
1234,2023-02-11,18,1,4,5,3600.0,18000.0,10561.71,7438.29
1235,2023-02-11,6,6,2,1,15700.0,15700.0,12425.58,3274.42
1236,2023-02-11,15,7,5,1,18700.0,18700.0,12051.4,6648.6
1237,2023-02-12,8,1,5,1,12700.0,12700.0,9508.24,3191.76
1238,2023-02-12,11,2,4,5,10700.0,53500.0,44364.71,9135.29
1239,2023-02-12,14,2,2,2,10900.0,21800.0,14712.45,7087.55
1240,2023-02-12,2,1,4,4,31200.0,124800.0,76121.54,48678.46
1241,2023-02-13,11,4,4,2,11000.0,22000.0,14926.82,7073.18
1242,2023-02-13,12,3,1,2,20500.0,41000.0,23994.29,17005.71
1243,2023-02-13,12,9,1,3,15600.0,46800.0,34242.55,12557.45
1244,2023-02-13,11,1,4,5,19000.0,95000.0,58861.41,36138.59
1245,2023-02-13,5,6,1,2,24500.0,49000.0,33305.56,15694.44
1246,2023-02-13,20,9,5,1,3000.0,3000.0,2475.79,524.21
1247,2023-02-13,18,1,2,1,3800.0,3800.0,2708.2,1091.8
1248,2023-02-14,1,1,6,4,20800.0,83200.0,48315.07,34884.93
1249,2023-02-14,20,1,4,4,4800.0,19200.0,12109.37,7090.63
1250,2023-02-14,3,5,2,1,18100.0,18100.0,14233.13,3866.87
1251,2023-02-15,19,4,1,3,5100.0,15300.0,11446.11,3853.89
1252,2023-02-15,5,1,1,4,27800.0,111200.0,69545.93,41654.07
1253,2023-02-15,9,9,1,1,11300.0,11300.0,8124.56,3175.44
1254,2023-02-15,17,8,2,2,4200.0,8400.0,5141.18,3258.82
1255,2023-02-15,4,2,4,5,27600.0,138000.0,109894.77,28105.23
1256,2023-02-15,12,9,1,3,18900.0,56700.0,45833.05,10866.95
1257,2023-02-15,4,1,2,4,18000.0,72000.0,55299.41,16700.59
1258,2023-02-16,12,1,1,4,18100.0,72400.0,59447.67,12952.33
1259,2023-02-16,17,1,1,1,3800.0,3800.0,3041.58,758.42
1260,2023-02-16,20,7,1,3,4500.0,13500.0,10778.06,2721.94
1261,2023-02-16,11,9,1,4,16500.0,66000.0,38873.77,27126.23
1262,2023-02-16,9,6,3,3,15600.0,46800.0,29965.96,16834.04
1263,2023-02-16,8,7,4,1,12900.0,12900.0,9787.11,3112.89
1264,2023-02-16,9,2,1,1,15300.0,15300.0,9078.39,6221.61
1265,2023-02-16,10,2,1,2,10200.0,20400.0,16718.1,3681.9
1266,2023-02-16,1,2,4,3,20900.0,62700.0,38428.06,24271.94
1267,2023-02-16,5,1,1,3,25700.0,77100.0,63697.7,13402.3
1268,2023-02-16,12,1,1,4,20200.0,80800.0,47004.74,33795.26
1269,2023-02-17,4,2,3,5,24000.0,120000.0,76450.98,43549.02
1270,2023-02-17,14,1,1,1,18800.0,18800.0,15635.11,3164.89
1271,2023-02-17,15,4,4,4,16700.0,66800.0,48538.04,18261.96
1272,2023-02-17,16,7,3,4,4500.0,18000.0,14521.4,3478.6
1273,2023-02-17,6,10,2,3,15200.0,45600.0,35135.11,10464.89
1274,2023-02-18,18,9,5,3,4700.0,14100.0,10984.73,3115.27
1275,2023-02-18,16,4,1,1,4700.0,4700.0,3944.35,755.65
1276,2023-02-18,10,1,1,3,11900.0,35700.0,23293.88,12406.12
1277,2023-02-18,16,8,3,3,3200.0,9600.0,7627.05,1972.95
1278,2023-02-18,8,2,4,4,15000.0,60000.0,42479.44,17520.56
1279,2023-02-18,19,1,1,4,5200.0,20800.0,13510.69,7289.31
1280,2023-02-18,16,2,2,2,3900.0,7800.0,4618.25,3181.75
1281,2023-02-18,19,9,1,5,3000.0,15000.0,10866.35,4133.65
1282,2023-02-19,1,1,2,5,30300.0,151500.0,108500.3,42999.7
1283,2023-02-19,12,2,5,4,17400.0,69600.0,50340.64,19259.36
1284,2023-02-19,12,1,4,1,13300.0,13300.0,9063.41,4236.59
1285,2023-02-19,12,10,6,2,11800.0,23600.0,17207.0,6393.0
1286,2023-02-19,7,6,4,2,16400.0,32800.0,20352.79,12447.21
1287,2023-02-20,3,6,1,5,33200.0,166000.0,126878.5,39121.5
1288,2023-02-20,12,1,2,1,18600.0,18600.0,14164.72,4435.28
1289,2023-02-20,17,6,1,1,2900.0,2900.0,1925.16,974.84
1290,2023-02-20,7,9,4,3,10700.0,32100.0,21271.67,10828.33
1291,2023-02-20,3,2,1,2,31500.0,63000.0,48092.59,14907.41
1292,2023-02-20,15,1,1,4,15800.0,63200.0,49161.4,14038.6
1293,2023-02-20,17,9,4,3,4000.0,12000.0,9354.21,2645.79
1294,2023-02-20,18,4,1,5,2900.0,14500.0,10383.79,4116.21
1295,2023-02-21,15,1,2,1,13800.0,13800.0,10768.37,3031.63
1296,2023-02-21,3,3,4,3,25800.0,77400.0,53419.79,23980.21
1297,2023-02-21,1,2,2,2,28500.0,57000.0,34891.51,22108.49
1298,2023-02-21,5,3,6,4,18000.0,72000.0,53512.88,18487.12
1299,2023-02-21,16,1,4,5,3400.0,17000.0,13439.65,3560.35
1300,2023-02-21,15,4,2,1,18800.0,18800.0,14909.28,3890.72
1301,2023-02-21,16,1,6,5,5100.0,25500.0,21673.32,3826.68
1302,2023-02-21,6,2,1,5,8600.0,43000.0,33596.41,9403.59
1303,2023-02-22,6,1,4,1,13800.0,13800.0,9193.82,4606.18
1304,2023-02-22,2,1,4,5,21700.0,108500.0,89521.68,18978.32
1305,2023-02-22,1,1,4,4,29900.0,119600.0,86192.72,33407.28
1306,2023-02-22,6,7,1,1,9800.0,9800.0,5874.51,3925.49
1307,2023-02-22,19,8,1,2,4600.0,9200.0,6331.23,2868.77
1308,2023-02-24,4,4,4,2,25500.0,51000.0,40805.39,10194.61
1309,2023-02-24,16,4,1,3,4400.0,13200.0,9742.48,3457.52
1310,2023-02-24,17,5,3,4,4900.0,19600.0,14194.13,5405.87
1311,2023-02-24,19,1,1,5,2900.0,14500.0,11475.28,3024.72
1312,2023-02-24,16,2,1,1,4800.0,4800.0,3676.26,1123.74
1313,2023-02-24,7,4,1,2,13000.0,26000.0,19808.55,6191.45
1314,2023-02-25,14,9,5,4,20600.0,82400.0,58009.35,24390.65
1315,2023-02-25,15,4,1,4,13700.0,54800.0,43742.24,11057.76
1316,2023-02-25,18,9,1,4,4300.0,17200.0,10626.09,6573.91
1317,2023-02-25,16,1,1,4,2800.0,11200.0,7493.0,3707.0
1318,2023-02-25,15,8,4,2,10700.0,21400.0,14096.37,7303.63
1319,2023-02-25,16,2,1,1,5300.0,5300.0,4169.88,1130.12
1320,2023-02-26,1,1,4,1,28900.0,28900.0,23937.12,4962.88
1321,2023-02-26,15,6,1,2,16100.0,32200.0,27212.78,4987.22
1322,2023-02-26,4,1,2,2,34000.0,68000.0,43936.73,24063.27
1323,2023-02-26,15,7,1,3,11100.0,33300.0,26774.67,6525.33
1324,2023-02-26,4,4,2,2,30700.0,61400.0,40529.04,20870.96
1325,2023-02-26,13,6,1,2,14100.0,28200.0,19522.06,8677.94
1326,2023-02-26,4,2,4,2,21900.0,43800.0,31348.56,12451.44
1327,2023-02-26,2,1,1,2,30200.0,60400.0,37761.55,22638.45
1328,2023-02-27,11,10,4,3,11900.0,35700.0,26168.33,9531.67
1329,2023-02-27,19,2,1,4,3500.0,14000.0,8419.16,5580.84
1330,2023-02-27,5,1,4,2,33300.0,66600.0,50463.22,16136.78
1331,2023-02-27,16,4,4,4,4400.0,17600.0,13300.89,4299.11
1332,2023-02-27,19,2,1,4,3300.0,13200.0,10409.91,2790.09
1333,2023-02-28,15,4,1,5,14000.0,70000.0,56353.25,13646.75
1334,2023-02-28,20,9,4,2,3000.0,6000.0,4143.67,1856.33
1335,2023-02-28,20,7,1,5,4500.0,22500.0,18722.89,3777.11
1336,2023-02-28,7,9,1,5,12600.0,63000.0,50613.47,12386.53
1337,2023-02-28,4,5,1,3,33800.0,101400.0,74066.83,27333.17
1338,2023-02-28,5,10,4,3,19700.0,59100.0,44618.27,14481.73
1339,2023-02-28,8,2,1,3,9200.0,27600.0,18787.43,8812.57
1340,2023-02-28,4,8,5,5,17600.0,88000.0,66685.08,21314.92
1341,2023-02-28,18,2,3,3,3000.0,9000.0,5437.86,3562.14
1342,2023-02-28,1,6,4,5,27000.0,135000.0,102269.09,32730.91
1343,2023-02-28,18,1,5,5,4100.0,20500.0,13479.84,7020.16
1344,2023-02-28,17,1,4,1,3500.0,3500.0,2949.37,550.63
1345,2023-03-01,6,1,4,4,10100.0,40400.0,23506.61,16893.39
1346,2023-03-01,2,9,4,3,34500.0,103500.0,68424.42,35075.58
1347,2023-03-01,14,4,4,5,13900.0,69500.0,53687.09,15812.91
1348,2023-03-01,3,4,6,1,29200.0,29200.0,22927.13,6272.87
1349,2023-03-01,11,9,4,2,12900.0,25800.0,19508.48,6291.52
1350,2023-03-01,2,6,1,1,27500.0,27500.0,21805.03,5694.97
1351,2023-03-01,15,2,1,2,11900.0,23800.0,15190.25,8609.75
1352,2023-03-01,7,2,4,1,15600.0,15600.0,12747.04,2852.96
1353,2023-03-01,4,1,2,5,22000.0,110000.0,84101.52,25898.48
1354,2023-03-02,5,3,4,1,34300.0,34300.0,26212.08,8087.92
1355,2023-03-02,15,2,1,1,13900.0,13900.0,9426.44,4473.56
1356,2023-03-02,12,5,1,4,14600.0,58400.0,37089.34,21310.66
1357,2023-03-02,4,2,4,3,18300.0,54900.0,40719.92,14180.08
1358,2023-03-02,1,6,4,5,30700.0,153500.0,118054.92,35445.08
1359,2023-03-02,1,7,4,5,27300.0,136500.0,113274.25,23225.75
1360,2023-03-03,7,5,1,2,11300.0,22600.0,15871.12,6728.88
1361,2023-03-03,10,3,4,4,14800.0,59200.0,41726.67,17473.33
1362,2023-03-03,9,1,1,4,10300.0,41200.0,28501.1,12698.9
1363,2023-03-03,5,2,1,2,30000.0,60000.0,39897.39,20102.61
1364,2023-03-03,3,10,4,5,29700.0,148500.0,93490.15,55009.85
